HTSUS,Description,Scope Limitations
4409.22.40,"4409.22.40 Nonconiferous tropical wood standard moldings, whether or not continuously shaped along its edges or faces but not its ends",
4409.22.50,"4409.22.50 Other nonconiferous tropical wood moldings, whether or not continuously shaped along its edges or faces but not its ends",
4409.22.60,"4409.22.60 Plain nonconiferous tropical wood dowel rods, whether or not continuously shaped along its edges or faces but not its ends",
4409.22.65,"4409.22.65 Nonconiferous tropical wood dowel rods, sanded, grooved or otherwise advanced in condition, whether or not continuously shaped along its edges or faces but not its ends",
4409.22.90,"4409.22.90 Other nonconiferous tropical wood, whether or not continuously shaped along its edges or faces but not its ends",
4412.31.06,"4412.31.06 Plywood sheets not over 6 mm thick, tropical wood outer ply, birch face ply, not surface covered beyond clear or transparent",
4412.31.26,"4412.31.26 Plywood sheets not over 6 mm thick, tropical wood outer ply, Spanish cedar or walnut face ply, not surface covered beyond clear or transparent",
4412.31.42,"4412.31.42 Plywood sheets not over 6 mm thick, tropical wood outer ply, with mahogany face ply, not surface covered beyond clear or transparent",
4412.31.45,"4412.31.45 Plywood sheets not over 3.6 mm thick, exceeding 1.2 m width and 2.2 m length, tropical wood outer ply, not mahogany face ply, not surface covered beyond clear or transparent",
4412.31.48,"4412.31.48 Plywood sheets not over 3.6 mm thick, tropical wood outer ply, not mahogany face ply, not surface covered beyond clear or transparent, nesoi",
4412.31.52,"4412.31.52 Plywood sheets not over 6 mm thick, tropical wood nesoi outer ply, with face ply nesoi, not surface covered beyond clear or transparent",
4412.31.61,"4412.31.61 Plywood sheets not over 6 mm thick, with certain specified tropical wood outer ply, surface covered beyond clear or transparent",
4412.31.92,"4412.31.92 Plywood sheets not over 6 mm thick, tropical wood nesoi at least one outer ply, surface covered beyond clear or transparent",
4412.41.00,4412.41.00 Laminated veneered lumber with outer ply of tropical wood,
4412.51.10,"4412.51.10 Blockboard, laminboard and battenboard of plywood nesoi, outer ply of tropical wood, not surface covered beyond clear or transparent, with face ply of birch",
4412.51.31,"4412.51.31 Blockboard, laminboard and battenboard of plywood nesoi, outer ply of tropical wood, not surface covered beyond clear or transparent, not with face ply of birch",
4412.51.41,"4412.51.41 Blockboard, laminboard and battenboard of plywood nesoi, outer ply of tropical wood, surface covered other than clear or transparent",
4412.51.51,"4412.51.51 Blockboard, laminboard and battenboard other than of plywood nesoi, outer ply of tropical wood",
4412.91.06,"4412.91.06 Not blockboard, laminboard or battenboard, outer ply of tropical wood, containing particle board",
4412.91.10,"4412.91.10 Not blockboard, laminboard or battenboard, plywood with outer ply of tropical wood, no particle board, not surface covered beyond clear or transparent, with face ply of birch",
4412.91.31,"4412.91.31 Not blockboard, laminboard or battenboard, plywood with outer ply of tropical wood, no particle board, not surface covered beyond clear or transparent, not with face ply of birch",
4412.91.41,"4412.91.41 Not blockboard, laminboard or battenboard, plywood with outer ply of tropical wood, surface covered beyond clear or transparent",
4412.91.51,"4412.91.51 Not blockboard, laminboard or battenboard, veneered panels and similar laminated wood with outer ply of tropical wood, nesoi",
4501.10.00,"4501.10.00 Natural cork, raw or simply prepared",
4501.90.20,4501.90.20 Waste cork,
4501.90.40,"4501.90.40 Crushed, granulated or ground cork",
4502.00.00,"4502.00.00 Natural cork, debacked or roughly squared or in rectangular blocks, plates, sheets or strip (including sharp-edged blanks for corks or stoppers)",
4503.10.20,"4503.10.20 Corks and stoppers of natural cork, tapered and of a thickness (or length) greater than the maximum diameter, not over 19mm maximum diameter",
4503.10.30,"4503.10.30 Corks and stoppers wholly of natural cork, tapered and of a thickness (or length) greater than the maximum diameter, over 19mm maximum diameter",
4503.10.40,"4503.10.40 Corks and stoppers of natural cork, tapered and of a thickness (or length) greater than the maximum diameter, over 19mm maximum diameter, nesoi",
4503.10.60,"4503.10.60 Corks and stoppers of natural cork, of a thickness (or length) not greater than the maximum diameter",
4503.90.20,"4503.90.20 Disks, wafers and washers of natural cork",
4503.90.40,"4503.90.40 Natural cork wallcoverings, backed with paper or otherwise reinforced",
4503.90.60,"4503.90.60 Articles of natural cork, other than corks and stoppers",
4504.10.10,4504.10.10 Vulcanized sheets and slabs wholly of agglomerated ground or pulverized cork and rubber,
4504.10.20,"4504.10.20 Insulation of compressed agglomerated cork, coated or not coated",
4504.10.30,4504.10.30 Floor coverings of agglomerated cork,
4504.10.40,"4504.10.40 Agglomerated cork wallcoverings, backed with paper or otherwise reinforced",
4504.10.45,"4504.10.45 Agglomerated cork stoppers, not tapered, wholly of cork, of a thickness (or length) greater than the maximum diameter",
4504.10.47,"4504.10.47 Corks, stoppers, disks, wafers and washers of agglomerated cork, nesoi",
4504.10.50,"4504.10.50 Blocks, plates, sheets and strip; tiles of any shape; solid cylinder; all the foregoing of cork; all the foregoing, nesoi",
4504.90.00,"4504.90.00 Agglomerated cork and articles of cork, nesoi",
4601.22.40,"4601.22.40 Woven or partly assembled materials of rattan for mats, matting and screens",
4601.22.80,4601.22.80 Rattan floor coverings,
4601.22.90,"4601.22.90 Mats, matting and screens of rattan, nesoi",
4601.29.40,"4601.29.40 Woven or partly assembled materials of willow for mats, matting and screens",
4601.93.01,"4601.93.01 Rattan webbing for mats, matting and screens",
4601.93.05,"4601.93.05 Plaits of rattan and similar products of such plaiting materials, whether or not assembled into strips",
4601.93.20,4601.93.20 Products of rattan other than plaits and similar products such as plaiting materials.,
4602.12.05,4602.12.05 Fishing baskets or creels made from rattan,
4602.12.14,4602.12.14 Baskets and bags of rattan wickerwork,
4602.12.16,4602.12.16 Baskets and bags of rattan other than wickerwork,
4602.12.23,"4602.12.23 Articles of a kind normally carried in the pocket or in the handbag, of rattan",
4602.12.25,"4602.12.25 Luggage, handbags and flat goods, whether or not lined, of rattan, nesoi",
4602.12.35,"4602.12.35 Articles of wickerwork, nesoi, of rattan",
4602.12.45,"4602.12.45 Basketwork and other articles, nesoi, of rattan",
4823.90.10,"4823.90.10 Articles of paper pulp, nesoi",
4823.90.20,"4823.90.20 Articles of papier-mâché, nesoi",
4823.90.31,"4823.90.31 Cards of paper or paperboard, nesoi, not punched, for punchcard machines, whether or not in strips Aircraft",Aircraft
4823.90.40,4823.90.40 Frames or mounts for photographic slides of paper or paperboard Aircraft,Aircraft
4823.90.50,4823.90.50 Hand fans of paper or paperboard Aircraft,Aircraft
4823.90.60,"4823.90.60 Gaskets, washers and other seals of coated paper or paperboard Aircraft",Aircraft
4823.90.67,"4823.90.67 Coated paper or paperboard, nesoi Aircraft",Aircraft
4823.90.70,"4823.90.70 Articles of cellulose wadding, nesoi Aircraft",Aircraft
4823.90.80,"4823.90.80 Gaskets, washers and other seals of paper, paperboard and webs of cellulose fibers, nesoi Aircraft",Aircraft
4823.90.86,"4823.90.86 Articles of paper pulp, paper, paperboard, cellulose wadding or webs of cellulose fibers, nesoi Aircraft",Aircraft
5001.00.00,5001.00.00 Silkworm cocoons suitable for reeling Aircraft,Aircraft
5002.00.00,5002.00.00 Raw silk (not thrown) Aircraft,Aircraft
5003.00.10,"5003.00.10 Silk waste (including cocoons unsuitable for reeling, yarn waste and garnetted stock), not carded or combed",
5003.00.90,"5003.00.90 Silk waste (including cocoons unsuitable for reeling, yarn waste and garnetted stock), carded or combed",
5004.00.00,"5004.00.00 Silk yarns (other than yarn spun from silk waste), not put up for retail sale",
5005.00.00,"5005.00.00 Yarn spun from silk waste, not put up for retail sale",
5006.00.10,"5006.00.10 Spun yarn, containing 85 percent or more by weight of silk, put up for retail sale; silkworm gut",
5006.00.90,"5006.00.90 Spun silk yarn, containing less than 85 percent by weight of silk, put up for retail sale",
5007.10.30,"5007.10.30 Woven fabrics of noil silk, containing 85 percent or more by weight of silk or silk waste",
5007.10.60,"5007.10.60 Woven fabrics of noil silk, containing less than 85 percent by weight of silk or silk waste",
5007.20.00,"5007.20.00 Woven fabrics containing 85 percent or more by weight of silk or silk waste, other than noil silk",
5007.90.30,"5007.90.30 Woven silk fabrics, containing 85 percent or more by weight of silk or silk waste, nesoi",
5102.11.90,"5102.11.90 Fine hair of Kashmir (cashmere) goats, processed beyond the degreased or carbonized condition, not carded or combed",
5102.19.20,"5102.19.20 Fine hair of the camel, not processed in any manner beyond the degreased or carbonized condition, not carded or combed",
6812.80.90,"6812.80.90 Articles or mixtures of crocidolite, nesoi",
6812.99.10,"6812.99.10 Paper, millboard and felt of asbestos, other than crocidolite",
6812.99.20,"6812.99.20 Compressed asbestos (other than crocidolite) fiber jointing, in sheets or rolls Aircraft",Aircraft
6812.99.90,"6812.99.90 Articles of mixtures of or with a basis of asbestos, nesoi, other than crocidolite Aircraft",Aircraft
6813.20.00,"6813.20.00 Friction material and articles thereof, containing asbestos Aircraft",Aircraft
6813.81.00,6813.81.00 Brake linings and pads not containing asbestos Aircraft,Aircraft
6813.89.00,"6813.89.00 Friction material and articles thereof with a basis of mineral substances (other than asbestos) or of cellulose, nesoi Aircraft",Aircraft
7007.21.11 8701 8705,"7007.21.11 Laminated safety glass windshields, of size and shape suitable for incorporation in vehicles (other than for goods of headings 8701 through 8705), aircraft, spacecraft or vessels Aircraft",aircraft
7101.10.30,"7101.10.30 Natural pearls, graded and temporarily strung for convenience of transport Aircraft",Aircraft
7101.10.60,"7101.10.60 Natural pearls, not strung, mounted or set Aircraft",Aircraft
7102.10.00,"7102.10.00 Diamonds, unsorted, whether or not worked",
7102.31.00,"7102.31.00 Nonindustrial diamonds, unworked or simply sawn, cleaved or bruted",
7102.39.00,"7102.39.00 Nonindustrial diamonds, worked, but not mounted or set",
7103.10.20,"7103.10.20 Precious stones (other than diamonds) and semiprecious stones, unworked",
7103.10.40,"7103.10.40 Precious stones (other than diamonds) and semiprecious stones, simply sawn or roughly shaped",
7103.91.00,"7103.91.00 Rubies, sapphires and emeralds, worked, whether or not graded, but not strung, mounted or set",
7103.99.10,"7103.99.10 Precious or semiprecious stones, nesoi, cut but not set, suitable for use in the manufacture of jewelry",
7103.99.50,"7103.99.50 Precious or semiprecious stones, nesoi, worked, whether or not graded, but not strung, mounted or set",
7201.10.00,7201.10.00 Nonalloy pig iron containing by weight 0.5 percent or less of phosphorus,
7201.20.00,7201.20.00 Nonalloy pig iron containing by weight more than 0.5 percent of phosphorus,
7201.50.30,7201.50.30 Alloy pig iron in blocks or other primary forms,
7202.60.00,7202.60.00 Ferronickel,
7205.10.00,"7205.10.00 Pig iron, spiegeleisen, and iron or steel granules",
7304.31.30,"7304.31.30 Iron (other than cast) or nonalloy steel, seamless, cold-drawn or cold-rolled, hollow bars with circular cross section",
7304.31.60,"7304.31.60 Iron (other than cast) or nonalloy steel, seamless, cold-drawn or cold-rolled, tubes, pipes and hollow profiles, with circular cross section, nesoi",
7304.39.00,"7304.39.00 Iron (other than cast) or nonalloy steel, seamless, not cold- drawn or cold-rolled, tubes, pipes and hollow profiles, with circular cross section, nesoi Aircraft",Aircraft
7304.41.30,"7304.41.30 Stainless steel, seamless, cold-drawn or cold-rolled, tubes, pipes and hollow profiles, with circular cross section and external diameter of less than 19mm Aircraft",Aircraft
7304.41.60,"7304.41.60 Stainless steel, seamless, cold-drawn or cold-rolled, tubes, pipes and hollow profiles, with circular cross section and external diameter of 19mm or more Aircraft",Aircraft
7304.49.00,"7304.49.00 Stainless steel, seamless, not cold-drawn or cold-rolled, tubes, pipes and hollow profiles, with circular cross section Aircraft",Aircraft
7304.51.10,"7304.51.10 Alloy steel (other than stainless), seamless, cold-drawn or cold-rolled, tubes, pipes and hollow profiles, with circular cross section, for manufacture of ball or roller bearings Aircraft",Aircraft
7304.51.50,"7304.51.50 Alloy steel (other than stainless), seamless, cold-drawn or cold-rolled, tubes, pipes and hollow profiles, with circular cross section, nesoi Aircraft",Aircraft
7304.59.10,"7304.59.10 Alloy steel (other than stainless), seamless, not old-drawn or cold-rolled, tubes, pipes and hollow profiles, with circular cross section, for manufacture of ball or roller bearings Aircraft",Aircraft
7304.59.20,"7304.59.20 Alloy steel (other than stainless), seamless, not cold-drawn or cold-rolled, tubes, pipes and hollow profiles, with circular cross section, for boilers, heaters, etc. Aircraft",Aircraft
7304.59.60,"7304.59.60 Heat-resisting alloy steel (other than stainless), seamless, not cold-drawn or cold-rolled, tubes, pipes and hollow profiles, with circular cross section, nesoi Aircraft",Aircraft
7304.59.80,"7304.59.80 Alloy steel (other than heat-resist or stainless), seamless, not cold-drawn or cold-rolled, tubes, pipes and hollow profiles, with circular cross section, nesoi Aircraft",Aircraft
7304.90.10,"7304.90.10 Iron (other than cast) or nonalloy steel, seamless, tubes, pipes and hollow profiles, other than circular cross section, with wall thickness of 4 mm or more Aircraft",Aircraft
7304.90.30,"7304.90.30 Alloy steel (other than stainless), seamless, tubes, pipes and hollow profiles, other than circular cross section, with wall thickness of 4 mm or more Aircraft",Aircraft
7304.90.50,"7304.90.50 Iron (other than cast) or nonalloy steel, seamless, tubes, pipes and hollow profiles, other than circular cross section, with wall thickness of less than 4 mm Aircraft",Aircraft
7304.90.70,"7304.90.70 Alloy steel (other than stainless), seamless, tubes, pipes and hollow profiles, other than circular cross section, with wall thickness of less than 4 mm Aircraft",Aircraft
7306.30.10,"7306.30.10 Iron or nonalloy steel, welded, with circular cross section and external diameter of 406.4mm or less, tubes, pipes and hollow profiles, with wall thickness of less than 1.65 mm Aircraft",Aircraft
7306.30.30,"7306.30.30 Nonalloy steel, welded, with circular cross-section and external diameter 406.4mm or less, tapered pipes and tubes, with wall thickness of 1.65 mm+, principally used as parts of illuminating articles Aircraft",Aircraft
7306.30.50,"7306.30.50 Iron or nonalloy steel, welded, with circular cross section and external diameter of 406.4mm or less, pipes, tubes and hollow profiles, with wall thickness of 1.65 mm or more Aircraft",Aircraft
7306.40.10,"7306.40.10 Stainless steel, welded, with circular cross section and external diameter of 406.4mm or less, tubes, pipes and hollow profiles, with wall thickness of less than 1.65 mm Aircraft",Aircraft
7306.40.50,"7306.40.50 Stainless steel, welded, with circular cross section and external diameter of 406.4mm or less, tubes, pipes and hollow profiles, with wall thickness of 1.65 mm or more Aircraft",Aircraft
7306.50.10,"7306.50.10 Alloy steel (other than stainless), welded, with circular cross section and external diameter of 406.4mm or less, tubes, pipes and hollow profiles, with wall thickness of less than 1.65 mm Aircraft",Aircraft
7306.50.30,"7306.50.30 Alloy steel (other than stainless), welded, with circular cross section and external diameter 406.4mm or less, tapered pipes and tubes, with wall thickness of 1.65 mm or more, principally used as parts of illuminating articles Aircraft",Aircraft
7306.50.50,"7306.50.50 Alloy steel (other than stainless), welded, with circular cross section and external diameter of 406.4mm or less, tubes, pipes and hollow profiles, with wall thickness of 1.65 mm or more Aircraft",Aircraft
7306.61.10,"7306.61.10 Iron or nonalloy steel, welded, with square or rectangular cross section, tubes, pipes and hollow profiles, with wall thickness of 4 mm or more Aircraft",Aircraft
7306.61.30,"7306.61.30 Alloy steel, welded, with square or rectangular cross section, tubes, pipes and hollow profiles, with wall thickness of 4 mm or more Aircraft",Aircraft
7306.61.50,"7306.61.50 Iron or nonalloy steel, welded, with square or rectangular cross section, tubes, pipes and hollow profiles, with wall thickness of less than 4 mm Aircraft",Aircraft
7306.61.70,"7306.61.70 Alloy steel, welded, with square or rectangular cross section, tubes, pipes and hollow profiles, with wall thickness of less than 4 mm Aircraft",Aircraft
7306.69.10,"7306.69.10 Iron or nonalloy steel, welded, with other non-circular cross section, tubes, pipes and hollow profiles, with wall thickness of 4 mm or more Aircraft",Aircraft
7306.69.30,"7306.69.30 Alloy steel, welded, with other non-circular cross-section, tubes, pipes and hollow profiles, with wall thickness of 4 mm or more Aircraft",Aircraft
7306.69.50,"7306.69.50 Iron or nonalloy steel, welded, with other non-circular cross section, tubes, pipes and hollow profiles, with wall thickness of less than 4 mm Aircraft",Aircraft
7306.69.70,"7306.69.70 Alloy steel, welded, with other non-circular cross section, tubes, pipes and hollow profiles, with wall thickness of less than 4 mm Aircraft",Aircraft
